trade_date,open,high,low,close,vol
2022/7/1,20.49,20.59,20.26,20.4,758318.45
2022/7/4,20.23,20.35,19.86,20.21,769999.18
2022/7/5,20.25,20.47,19.94,20.04,687288.76
2022/7/6,20,20.15,19.31,19.47,859305.53
2022/7/7,19.45,19.68,19.04,19.19,731254.72
2022/7/8,19.19,19.49,19.1,19.28,467434.04
2022/7/11,19.15,19.32,18.9,18.98,510241.27
2022/7/12,18.96,19.23,18.93,19.03,481181.23
2022/7/13,19.05,19.66,18.8,18.96,950419.84
2022/7/14,18.84,18.91,18.3,18.39,838536.14
2022/7/15,18.33,18.37,17.6,17.62,1247550.96
2022/7/18,17.74,18.01,17.45,17.9,762641.89
2022/7/19,17.94,17.99,17.62,17.8,565928.64
2022/7/20,17.88,17.9,17.68,17.76,506849.6
2022/7/21,17.65,17.72,17.21,17.29,985519.35
2022/7/22,17.3,17.49,17.11,17.38,601680.22
2022/7/25,17.39,17.78,17.35,17.5,675128.71
2022/7/26,17.5,18.19,17.23,18.05,1157357.5
2022/7/27,17.89,17.95,17.63,17.76,597050.91
2022/7/28,17.73,17.83,17.52,17.65,627196.33
2022/7/29,17.56,17.68,17.18,17.21,805303.98
2022/8/1,17.14,17.15,16.84,16.87,732002.34
2022/8/2,16.75,16.75,16.32,16.52,686868.69
2022/8/3,16.51,16.67,16.04,16.06,815004.17
2022/8/4,16.08,16.32,16.02,16.23,388356.84
2022/8/5,16.23,16.47,16.13,16.46,377145.61
2022/8/8,16.5,16.8,16.2,16.27,592210.79
2022/8/9,16.26,16.35,16.12,16.23,417478.16
2022/8/10,16.15,16.22,16.02,16.1,426875.75
2022/8/11,16.14,16.3,16.09,16.28,622115.01
2022/8/12,16.21,16.4,16.11,16.38,534301.66
2022/8/15,16.3,16.52,16.25,16.29,511215.19
2022/8/16,16.4,16.76,16.38,16.53,794590.23
2022/8/17,16.47,17.05,16.3,16.88,944248.93
2022/8/18,16.87,16.87,16.57,16.79,639000.61
2022/8/19,16.75,17.3,16.63,17.01,711170.15
2022/8/22,17.02,17.15,16.85,17.05,504151.87
2022/8/23,17.05,17.06,16.66,16.86,581801.37
2022/8/24,16.75,16.88,16.5,16.62,594175.42
2022/8/25,15.98,16.14,15.58,15.83,725524.78
2022/8/26,15.91,16.07,15.68,15.83,641606.65
2022/8/29,15.74,15.75,15.35,15.57,671407.8
2022/8/30,15.5,15.93,15.47,15.89,594276.15
2022/8/31,16.38,16.75,16.19,16.63,1604655.9
2022/9/1,16.75,17.2,16.47,16.84,1308304.01
